Key,Description,MSRP,Wholesale,Cost
DF-AFS20-RE-B-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr; Var...",883.00,441.50,454.75
DF-AFS20-RE-B-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr; Var...",883.00,441.50,454.75
DF-AFS20-RE-SS-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",1097.00,548.50,564.96
DF-AFS20-RE-SS-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",1097.00,548.50,564.96
DF-AFS20-S-B-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr;  Mi...",728.00,364.00,374.92
DF-AFS20-S-B-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr;  Mi...",728.00,364.00,374.92
DF-AFS20-S-SS-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",931.00,465.50,479.47
DF-AFS20-S-SS-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",931.00,465.50,479.47
DF-AFS20-SE-B-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr;  Wi...",728.00,364.00,374.92
DF-AFS20-SE-B-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 30,000 BTU/hr;  Wi...",728.00,364.00,374.92
DF-AFS20-SE-SS-N,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",931.00,465.50,479.47
DF-AFS20-SE-SS-P,"HEARTH KIT - 20"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 30,000 B...",931.00,465.50,479.47
DF-AFS24-EI-B-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1199.00,599.50,617.49
DF-AFS24-EI-B-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1199.00,599.50,617.49
DF-AFS24-EI-SS-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1434.00,717.00,738.51
DF-AFS24-EI-SS-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1434.00,717.00,738.51
DF-AFS24-ME-B-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Man...",610.00,305.00,314.15
DF-AFS24-ME-B-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Man...",610.00,305.00,314.15
DF-AFS24-ME-SS-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",846.00,423.00,435.69
DF-AFS24-ME-SS-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",846.00,423.00,435.69
DF-AFS24-RE-B-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",949.00,474.50,488.74
DF-AFS24-RE-B-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",949.00,474.50,488.74
DF-AFS24-RE-SS-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner;Stainless Steel Chassis; 40,000 BT...",1188.00,594.00,611.82
DF-AFS24-RE-SS-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1188.00,594.00,611.82
DF-AFS24-S-B-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Mil...",792.00,396.00,407.88
DF-AFS24-S-B-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Mil...",792.00,396.00,407.88
DF-AFS24-S-SS-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1017.00,508.50,523.76
DF-AFS24-S-SS-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1017.00,508.50,523.76
DF-AFS24-SE-B-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;  Wi...",792.00,396.00,407.88
DF-AFS24-SE-B-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;  Wi...",792.00,396.00,407.88
DF-AFS24-SE-SS-N,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1017.00,508.50,523.76
DF-AFS24-SE-SS-P,"HEARTH KIT - 24"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1017.00,508.50,523.76
DF-AFS30-EI-B-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1284.00,642.00,661.26
DF-AFS30-EI-B-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1284.00,642.00,661.26
DF-AFS30-EI-SS-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1557.00,778.50,801.86
DF-AFS30-EI-SS-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1557.00,778.50,801.86
DF-AFS30-ME-B-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;   M...",701.00,350.50,361.02
DF-AFS30-ME-B-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;   M...",701.00,350.50,361.02
DF-AFS30-ME-SS-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",974.00,487.00,501.61
DF-AFS30-ME-SS-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",974.00,487.00,501.61
DF-AFS30-RE-B-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1038.00,519.00,534.57
DF-AFS30-RE-B-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Var...",1038.00,519.00,534.57
DF-AFS30-RE-SS-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1317.00,658.50,678.26
DF-AFS30-RE-SS-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1317.00,658.50,678.26
DF-AFS30-S-B-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Mil...",883.00,441.50,454.75
DF-AFS30-S-B-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr; Mil...",883.00,441.50,454.75
DF-AFS30-S-SS-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1145.00,572.50,589.68
DF-AFS30-S-SS-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1145.00,572.50,589.68
DF-AFS30-SE-B-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;  Wi...",883.00,441.50,454.75
DF-AFS30-SE-B-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Black Chassis; 40,000 BTU/hr;  Wi...",883.00,441.50,454.75
DF-AFS30-SE-SS-N,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1145.00,572.50,589.68
DF-AFS30-SE-SS-P,"HEARTH KIT - 30"" Double Face ALTERNA FireStones Single Burner; Stainless Steel Chassis; 40,000 B...",1145.00,572.50,589.68
AFS20-BE,"BEIGE COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complete s...",156.00,78.00,80.34
AFS20-BL,"BLACK COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complete s...",156.00,78.00,80.34
AFS20-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit t...",156.00,78.00,80.34
AFS20-BR,"BROWN COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complete s...",156.00,78.00,80.34
AFS20-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to...",156.00,78.00,80.34
AFS20-CX,"CALICO COLOR (6 colors) - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make ...",156.00,78.00,80.34
AFS20-DG,"DARK GRAY COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a comple...",156.00,78.00,80.34
AFS20-LG,"LIGHT GRAY COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a compl...",156.00,78.00,80.34
AFS20-NA,"NATURAL COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complete...",156.00,78.00,80.34
AFS20-RD,"ADOBE RED COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a comple...",156.00,78.00,80.34
AFS20-WH,"WHITE COLOR - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complete s...",156.00,78.00,80.34
AFS20-XX,"SPECIFY COLORS - ALTERNA VF FireStones for 20"" Set.  Requires AFS20 Hearth Kit to make a complet...",156.00,78.00,80.34
AFS24-BE,"BEIGE COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a complete s...",211.00,105.50,108.67
AFS24-BL,"BLACK COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a complete s...",211.00,105.50,108.67
AFS24-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit t...",211.00,105.50,108.67
AFS24-BR,"BROWN COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a complete s...",211.00,105.50,108.67
AFS24-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to...",211.00,105.50,108.67
AFS24-CX,"CALICO COLOR (6 colors) - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make ...",211.00,105.50,108.67
AFS24-DG,"DARK GRAY COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a comple...",211.00,105.50,108.67
AFS24-LG,"LIGHT GRAY COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a compl...",211.00,105.50,108.67
AFS24-NA,"NATURAL COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a complete...",211.00,105.50,108.67
AFS24-RD,"ADOBE RED COLOR - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a comple...",211.00,105.50,108.67
AFS24-WH,"WHITE COLOR - ALTERNA VF FireStones for 24""  Set.  Requires AFS24 Hearth Kit to make a complete ...",211.00,105.50,108.67
AFS24-XXX,"SPECIFY COLORS - ALTERNA VF FireStones for 24"" Set.  Requires AFS24 Hearth Kit to make a complet...",211.00,105.50,108.67
AFS30-BE,"BEIGE COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complete s...",268.00,134.00,138.02
AFS30-BL,"BLACK COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complete s...",268.00,134.00,138.02
AFS30-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit t...",268.00,134.00,138.02
AFS30-BR,"BROWN COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complete s...",268.00,134.00,138.02
AFS30-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to...",268.00,134.00,138.02
AFS30-CX,"CALICO COLOR (6 colors) - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make ...",268.00,134.00,138.02
AFS30-DG,"DARK GRAY COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a comple...",268.00,134.00,138.02
AFS30-LG,"LIGHT GRAY COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a compl...",268.00,134.00,138.02
AFS30-NA,"NATURAL COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complete...",268.00,134.00,138.02
AFS30-RD,"ADOBE RED COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a comple...",268.00,134.00,138.02
AFS30-WH,"WHITE COLOR - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complete s...",268.00,134.00,138.02
AFS30-XX,"SPECIFY COLORS - ALTERNA VF FireStones for 30"" Set.  Requires AFS30 Hearth Kit to make a complet...",268.00,134.00,138.02
DF-AFS20-BE,"BEIGE COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit to m...",247.00,123.50,127.21
DF-AFS20-BL,"BLACK COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit to m...",247.00,123.50,127.21
DF-AFS20-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS...",247.00,123.50,127.21
DF-AFS20-BR,"BROWN COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit to m...",247.00,123.50,127.21
DF-AFS20-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS2...",247.00,123.50,127.21
DF-AFS20-CX,"CALICO COLOR (6 colors)  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hea...",247.00,123.50,127.21
DF-AFS20-DG,"DARK GRAY COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit ...",247.00,123.50,127.21
DF-AFS20-LG,"LIGHT GRAY COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit...",247.00,123.50,127.21
DF-AFS20-NA,"NATURAL COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit to...",247.00,123.50,127.21
DF-AFS20-RD,"ADOBE RED COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit ...",247.00,123.50,127.21
DF-AFS20-WH,"WHITE COLOR  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit to m...",247.00,123.50,127.21
DF-AFS20-XX,"SPECIFY COLORS  - ALTERNA VF FireStones for Double Face 20"" Set.  Requires DF-AFS20 Hearth Kit t...",247.00,123.50,127.21
DF-AFS24-BE,"BEIGE COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit to m...",329.00,164.50,169.44
DF-AFS24-BL,"BLACK COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit to m...",329.00,164.50,169.44
DF-AFS24-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS...",329.00,164.50,169.44
DF-AFS24-BR,"BROWN COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit to m...",329.00,164.50,169.44
DF-AFS24-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS2...",329.00,164.50,169.44
DF-AFS24-CX,"CALICO COLOR (6 colors) - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hear...",329.00,164.50,169.44
DF-AFS24-DG,"DARK GRAY COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit ...",329.00,164.50,169.44
DF-AFS24-LG,"LIGHT GRAY COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit...",329.00,164.50,169.44
DF-AFS24-NA,"NATURAL COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit to...",329.00,164.50,169.44
DF-AFS24-RD,"ADOBE RED COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit ...",329.00,164.50,169.44
DF-AFS24-WH,"WHITE COLOR  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit to m...",329.00,164.50,169.44
DF-AFS24-XX,"SPECIFY COLORS  - ALTERNA VF FireStones for Double Face 24"" Set.  Requires DF-AFS24 Hearth Kit t...",329.00,164.50,169.44
DF-AFS30-BE,"BEIGE COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit to m...",392.00,196.00,201.88
DF-AFS30-BL,"BLACK COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit to m...",392.00,196.00,201.88
DF-AFS30-BNR,"BROWN/NATURAL/ADOBE RED COLORS - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS...",392.00,196.00,201.88
DF-AFS30-BR,"BROWN COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit to m...",392.00,196.00,201.88
DF-AFS30-BX,"BLACK/WHITE/LIGHT GRAY COLORS - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS3...",392.00,196.00,201.88
DF-AFS30-CX,"CALICO COLOR (6 colors) - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hear...",392.00,196.00,201.88
DF-AFS30-DG,"DARK GRAY COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit ...",392.00,196.00,201.88
DF-AFS30-LG,"LIGHT GRAY COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit...",392.00,196.00,201.88
DF-AFS30-NA,"NATURAL COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit to...",392.00,196.00,201.88
DF-AFS30-RD,"ADOBE RED COLOR - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit t...",392.00,196.00,201.88
DF-AFS30-WH,"WHITE COLOR  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit to m...",392.00,196.00,201.88
DF-AFS30-XX,"SPECIFY COLORS  - ALTERNA VF FireStones for Double Face 30"" Set.  Requires DF-AFS30 Hearth Kit t...",392.00,196.00,201.88
3X4 Plate,"3"" X 4"" 24ga Galvanized Plate - for Hearth Kit Packet",2.00,1.00,1.03
B15FH-N,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  Match Lighted/Control Ready.  Natural Ga...",182.00,91.00,93.73
B15FH-P,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  Control Ready.  Propane.  Includes volca...",182.00,91.00,93.73
B15FH-RMC1E-N,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RMC1E Variable Flame Heig...",862.00,431.00,443.93
B15FH-RMC1E-P,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RMC1E Variable Flame Heig...",862.00,431.00,443.93
B15FH-RPK3-N,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RPK3 Remote Ready/Switch ...",685.00,342.50,352.78
B15FH-RPK3-P,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RPK3 Remote Ready/Switch ...",685.00,342.50,352.78
B15FH-RPK3E-N,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RPK3E Remote Ready Safety...",648.00,324.00,333.72
B15FH-RPK3E-P,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RPK3E Remote Ready Safety...",648.00,324.00,333.72
B15FH-S-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed Remote Re...",766.00,383.00,394.49
B15FH-S-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed Remote Re...",766.00,383.00,394.49
B15FH-SPK3E-N,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed SPK3E Manual Safety Pilot...",445.00,222.50,229.18
B15FH-SPK3E-P,"Flaming Ember Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed SPK3E Manual Safety Pilot...",445.00,222.50,229.18
B15FH-SS-N,"Flaming Ember Burner (Stainless Steel) for 12"" and 15"" sets; 1/2"" Grate  (Stainless Steel).  Mat...",493.00,246.50,253.90
B15FH-SS-N-OS,"**FOR OUTDOOR USE**  ..Flaming Ember Burner (Stainless Steel) for 12"" and 15"" sets; 1/2"" Grate  ...",493.00,246.50,253.90
B15FH-SS-P,"Flaming Ember Burner (Stainless Steel) for 12"" and 15"" sets; 1/2"" Grate (Stainless Steel).  Cont...",493.00,246.50,253.90
B15FH-SS-VEI-N,"Stainless Steel - Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Variable Remote Electronic Ign...",1793.00,896.50,923.40
B15FH-SS-VEI-P,"Stainless Steel - Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Variable Remote Electronic Ign...",1793.00,896.50,923.40
B15FH-VEI-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Variable Remote Electronic Ignition in Valve Van...",1268.00,634.00,653.02
B15FH-VEI-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Variable Remote Electronic Ignition in Valve Van...",1268.00,634.00,653.02
B15FH-VMV-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Remote Ready/Switch Millivolt Standing Pilot Con...",889.00,444.50,457.84
B15FH-VMV-P,"Flaming Ember Burner for 15"" sets; 5/8"" Grate.  Remote Ready/Switch Millivolt Standing Pilot Con...",889.00,444.50,457.84
B15FH-VSP-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Manual Safety Pilot Control in Valve Vanisher As...",653.00,326.50,336.30
B15FH-VSP-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  Manual Safety Pilot Control in Valve Vanisher As...",653.00,326.50,336.30
B15FH-Z15ME-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed SPK3E Man...",530.00,265.00,272.95
B15FH-Z15ME-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed SPK3E Man...",530.00,265.00,272.95
B15FH-Z15RE-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed Variable ...",942.00,471.00,485.13
B15FH-Z15RE-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed Variable ...",942.00,471.00,485.13
B15FH-Z15SE-N,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed RPK3E Rem...",728.00,364.00,374.92
B15FH-Z15SE-P,"Flaming Ember Burner for 15"" sets; 1/2"" Grate.  ANSI Z21.60 certified.  With installed RPK3E Rem...",728.00,364.00,374.92
B15FXH-N,"Flaming Ember XTRA Burner for 12"" and 15"" sets; 1/2"" Grate.  Match Lighted/Control Ready.  Natur...",257.00,128.50,132.36
B15FXH-P,"Flaming Ember XTRA Burner for 12"" and 15"" sets; 1/2"" Grate.  Control Ready.  Propane.  Includes ...",257.00,128.50,132.36
B15FXH-RMC1E-N,"Flaming Ember XTRA Burner for 12"" and 15"""" sets; 1/2"" Grate.  With installed RMC1E Variable Flam...",937.00,468.50,482.56
B15FXH-RMC1E-P,"Flaming Ember XTRA Burner for 12"" and 15"" sets; 1/2"" Grate.  With installed RMC1E Variable Flame...",937.00,468.50,482.56
